Round 13 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 14 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 15 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 16 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 17 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 18 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 19 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 20 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 21 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 22 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 23 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 24 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 25 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 26 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 27 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 28 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 29 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 30 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 31 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 32 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 33 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 34 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 35 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 36 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 37 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 38 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 39 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 40 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 41 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 42 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 43 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 44 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 45 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 46 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 47 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 48 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 49 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 50 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 51 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 52 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 53 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 54 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 55 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 56 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 57 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 58 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 59 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 60 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 61 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 62 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 63 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 64 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 65 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 66 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 67 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 68 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 69 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 70 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 71 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 72 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 73 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 74 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 75 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 76 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 77 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 78 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 79 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 80 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 81 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 82 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 83 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 84 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 85 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 86 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 87 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 88 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 89 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 90 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 91 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 92 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 93 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 94 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 95 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 96 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 97 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 98 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 99 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 100 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 101 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 102 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 103 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 104 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 105 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 106 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 107 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 108 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 109 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 110 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 111 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 112 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 113 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 114 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 115 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 116 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 117 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 118 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 119 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 120 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 121 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 122 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 123 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 124 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 125 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 126 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 127 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 128 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 129 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 130 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 131 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 132 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 133 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 134 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 135 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 136 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 137 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 138 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 139 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 140 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 141 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 142 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 143 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 144 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 145 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 146 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 147 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 148 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 149 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 150 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 151 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 152 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 153 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 154 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 155 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 156 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 157 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 158 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 159 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 160 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 161 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 162 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 163 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 164 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 165 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 166 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 167 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 168 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 169 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 170 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 171 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 172 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 173 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 174 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 175 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 176 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 177 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 178 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 179 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 180 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 181 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 182 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 183 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 184 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 185 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 186 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 187 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 188 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 189 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 190 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 191 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 192 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 193 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 194 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 195 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 196 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 197 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 198 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 199 | Always Defect played DEFECT | Always Cooperate played COOPERATE
Round 200 | Always Defect played DEFECT | Always Cooperate played COOPERATE
--- TOURNAMENT FINISH ---

